Source,Date,Radio Flux (4.8/5.5 GHz),Radio Flux error (4.8/5.5 GHz),Radio Flux (8.4/9.0 GHz),Radio Flux error (8.4/9.0 GHz),X-ray Flux,X-ray Flux Error,X-ray Luminosity,X-ray Luminosity Error,Radio Luminosity,Radio Luminosity Error,Distance,Reference
GX339-4,50483.0,-1.00,-1.00,9.10,0.10,9.660,0.340,1.30E+37,4.56E+35,5.97E+30,6.56E+28,8.0,"C13,C03"
GX339-4,50489.8,-1.00,-1.00,8.20,0.20,8.480,0.298,1.14E+37,4.00E+35,5.38E+30,1.31E+29,8.0,"C13,C03"
GX339-4,50496.8,-1.00,-1.00,8.70,0.20,8.110,0.285,1.09E+37,3.83E+35,5.71E+30,1.31E+29,8.0,"C13,C03"
GX339-4,51222.0,6.34,0.08,4.60,0.08,4.390,0.155,5.89E+36,2.08E+35,3.02E+30,5.25E+28,8.0,"C13,C03"
GX339-4,51240.7,6.07,0.06,5.74,0.06,4.350,0.154,5.84E+36,2.06E+35,3.77E+30,3.94E+28,8.0,"C13,C03"
GX339-4,51270.6,4.75,0.06,5.10,0.06,4.420,0.156,5.94E+36,2.10E+35,3.35E+30,3.94E+28,8.0,"C13,C03"
GX339-4,51290.6,2.92,0.06,3.20,0.06,2.050,0.073,2.75E+36,9.82E+34,2.10E+30,3.94E+28,8.0,"C13,C03"
GX339-4,51312.7,1.25,0.05,1.44,0.06,0.720,0.027,9.67E+35,3.57E+34,9.45E+29,3.94E+28,8.0,"C13,C03"
GX339-4,51354.7,0.14,0.03,0.24,0.05,0.039,0.003,5.28E+34,3.73E+33,1.57E+29,3.28E+28,8.0,"C13,C03"
GX339-4,51366.6,-1.00,-1.00,0.12,0.04,0.015,0.002,2.05E+34,2.60E+33,7.87E+28,2.62E+28,8.0,"C13,C03"
GX339-4,51407.4,-1.00,-1.00,0.27,0.07,0.020,0.003,2.69E+34,4.03E+33,1.77E+29,4.59E+28,8.0,"C13,C03"
GX339-4,51422.4,-1.00,-1.00,0.32,0.05,0.020,0.001,2.63E+34,1.34E+33,2.10E+29,3.28E+28,8.0,"C13,C03"
GX339-4,51436,-1.00,-1.00,0,0.06,0.0057,0.001,7.65e+33,1.34E33,0,3.94e+28,8.0,"C13,C03Upp.Lim."
GX339-4,52368.7,-1.00,-1.00,5.95,0.15,18.620,1.440,2.50E+37,1.93E+36,3.90E+30,9.84E+28,8.0,C13
GX339-4,52369.7,6.77,0.15,7.26,0.20,22.860,2.110,3.07E+37,2.83E+36,4.76E+30,1.31E+29,8.0,C13
GX339-4,52371.7,8.39,0.06,8.27,0.07,30.630,2.660,4.11E+37,3.57E+36,5.43E+30,4.59E+28,8.0,C13
GX339-4,52382.9,13.19,0.05,14.27,0.05,53.860,4.150,7.23E+37,5.57E+36,9.36E+30,3.28E+28,8.0,C13
GX339-4,52784.7,-1.00,-1.00,0.77,0.06,0.186,0.030,2.49E+35,4.03E+34,5.05E+29,3.94E+28,8.0,C13
GX339-4,53039.9,-1.00,-1.00,0.70,0.04,0.145,0.031,1.95E+35,4.18E+34,4.59E+29,2.62E+28,8.0,C13
GX339-4,53048.9,1.27,0.07,1.13,0.08,0.750,0.028,1.01E+36,3.71E+34,7.41E+29,5.25E+28,8.0,C13
GX339-4,53059.1,1.77,0.15,1.84,0.20,2.366,0.084,3.18E+36,1.13E+35,1.21E+30,1.31E+29,8.0,C13
GX339-4,53080.8,4.75,0.06,4.88,0.06,9.067,0.319,1.22E+37,4.28E+35,3.20E+30,3.94E+28,8.0,C13
GX339-4,53081.8,4.92,0.05,4.84,0.11,9.553,0.336,1.28E+37,4.51E+35,3.18E+30,7.22E+28,8.0,C13
GX339-4,53082.8,5.15,0.05,4.98,0.11,9.924,0.349,1.33E+37,4.68E+35,3.27E+30,7.22E+28,8.0,C13
GX339-4,53083.8,5.17,0.04,5.20,0.10,10.060,0.354,1.35E+37,4.75E+35,3.41E+30,6.56E+28,8.0,C13
GX339-4,53481.7,4.35,0.05,4.73,0.05,3.750,0.133,5.04E+36,1.78E+35,3.10E+30,3.28E+28,8.0,C13
GX339-4,53484.7,4.39,0.06,4.23,0.08,2.774,0.098,3.72E+36,1.32E+35,2.78E+30,5.25E+28,8.0,C13
GX339-4,53488.6,3.07,0.10,3.46,0.13,1.850,0.066,2.48E+36,8.88E+34,2.27E+30,8.53E+28,8.0,C13
GX339-4,53489.7,2.88,0.08,3.32,0.10,1.649,0.059,2.21E+36,7.94E+34,2.18E+30,6.56E+28,8.0,C13
GX339-4,53490.6,2.53,0.05,2.94,0.07,1.567,0.056,2.10E+36,7.55E+34,1.93E+30,4.59E+28,8.0,C13
GX339-4,53493.9,1.73,0.10,1.92,0.14,1.170,0.042,1.57E+36,5.69E+34,1.26E+30,9.19E+28,8.0,C13
GX339-4,53494.9,1.87,0.08,1.99,0.10,1.250,0.045,1.68E+36,6.06E+34,1.31E+30,6.56E+28,8.0,C13
GX339-4,53496.9,1.42,0.09,1.69,0.12,0.960,0.035,1.29E+36,4.70E+34,1.11E+30,7.87E+28,8.0,C13
GX339-4,53502.9,1.08,0.12,1.00,0.18,0.726,0.027,9.75E+35,3.60E+34,6.56E+29,1.18E+29,8.0,C13
GX339-4,54044.2,0.37,0.06,0.60,0.07,0.220,0.078,2.95E+35,1.05E+35,3.94E+29,4.59E+28,8.0,C13
GX339-4,54135.1,19.50,0.30,17.00,1.00,54.837,1.921,7.36E+37,2.58E+36,1.12E+31,6.56E+29,8.0,C13
